Period total fertility rates by birth order and period total fertility rates by birth order by age 40
Last modified: 2026-03-23
Code    Year       TFR      TFR1      TFR2      TFR3      TFR4     TFR5p     TFR40   TFR40_1   TFR40_2   TFR40_3   TFR40_4  TFR40_5p
GBR_NIR 2006     1.901     0.817     0.620     0.296     0.112     0.057     1.845     0.805     0.606     0.284     0.102     0.048
GBR_NIR 2007     1.978     0.842     0.652     0.315     0.114     0.054     1.921     0.831     0.637     0.302     0.105     0.045
GBR_NIR 2008     2.056     0.882     0.674     0.324     0.119     0.057     1.994     0.871     0.657     0.309     0.110     0.048
GBR_NIR 2009     1.990     0.857     0.655     0.311     0.110     0.057     1.925     0.843     0.637     0.297     0.100     0.048
GBR_NIR 2010     2.023     0.842     0.685     0.326     0.115     0.054     1.960     0.830     0.668     0.310     0.106     0.046
GBR_NIR 2011     2.022     0.831     0.689     0.328     0.120     0.055     1.949     0.815     0.669     0.311     0.110     0.044
GBR_NIR 2012     2.027     0.817     0.703     0.333     0.119     0.056     1.955     0.802     0.683     0.315     0.109     0.047
GBR_NIR 2013     1.951     0.776     0.668     0.333     0.117     0.055     1.881     0.760     0.648     0.317     0.109     0.047
GBR_NIR 2014     1.959     0.776     0.679     0.327     0.113     0.063     1.887     0.760     0.658     0.313     0.104     0.053
GBR_NIR 2015     1.942     0.748     0.679     0.335     0.123     0.057     1.865     0.729     0.655     0.318     0.113     0.050
GBR_NIR 2016     1.929     0.772     0.658     0.328     0.114     0.057     1.857     0.754     0.638     0.311     0.106     0.049
GBR_NIR 2017     1.849     0.726     0.636     0.319     0.112     0.055     1.776     0.709     0.615     0.303     0.102     0.047
GBR_NIR 2018     1.829     0.728     0.626     0.312     0.107     0.057     1.757     0.708     0.606     0.296     0.097     0.049
GBR_NIR 2019     1.804     0.749     0.601     0.300     0.102     0.051     1.724     0.729     0.578     0.281     0.093     0.043
GBR_NIR 2020     1.680     0.698     0.560     0.267     0.107     0.048     1.604     0.677     0.539     0.250     0.097     0.041
GBR_NIR 2021     1.794     0.703     0.622     0.308     0.108     0.053     1.722     0.687     0.600     0.292     0.099     0.044
GBR_NIR 2022     1.704     0.706     0.561     0.280     0.100     0.056     1.628     0.688     0.540     0.262     0.090     0.047
GBR_NP  2013     1.817     0.714     0.647     0.284     0.106     0.065     1.745     0.695     0.624     0.270     0.099     0.057
GBR_NP  2014     1.796     0.706     0.644     0.278     0.103     0.064     1.722     0.687     0.620     0.264     0.095     0.056
GBR_NP  2015     1.780     0.708     0.638     0.271     0.101     0.063     1.705     0.688     0.613     0.256     0.093     0.055
GBR_NP  2016     1.758     0.733     0.619     0.252     0.094     0.060     1.679     0.711     0.593     0.238     0.086     0.051
GBR_NP  2017     1.700     0.718     0.594     0.240     0.090     0.059     1.621     0.696     0.568     0.225     0.082     0.050
GBR_NP  2018     1.636     0.704     0.570     0.223     0.083     0.055     1.558     0.682     0.545     0.209     0.076     0.047
GBR_NP  2019     1.588     0.694     0.549     0.213     0.079     0.052     1.510     0.672     0.522     0.199     0.072     0.044
GBR_NP  2020     1.514     0.679     0.513     0.198     0.074     0.050     1.439     0.657     0.488     0.184     0.067     0.042
GBR_NP  2021     1.536     0.668     0.538     0.206     0.074     0.049     1.460     0.648     0.512     0.192     0.067     0.041
GBR_NP  2022     1.481     0.659     0.503     0.197     0.073     0.049     1.404     0.637     0.478     0.183     0.066     0.041
GBR_SCO 2013     1.625     0.849     0.510     0.180     0.056     0.029     1.565     0.828     0.491     0.171     0.051     0.025
GBR_SCO 2014     1.643     0.817     0.543     0.192     0.061     0.030     1.581     0.795     0.521     0.181     0.056     0.026
GBR_SCO 2015     1.588     0.754     0.549     0.192     0.061     0.032     1.528     0.733     0.529     0.182     0.056     0.028
GBR_SCO 2016     1.562     0.727     0.545     0.194     0.062     0.033     1.497     0.706     0.523     0.183     0.056     0.029
GBR_SCO 2017     1.510     0.700     0.523     0.192     0.062     0.034     1.447     0.679     0.502     0.181     0.056     0.029
GBR_SCO 2018     1.463     0.677     0.513     0.183     0.057     0.032     1.396     0.656     0.490     0.171     0.052     0.027
GBR_SCO 2019     1.420     0.660     0.496     0.177     0.056     0.031     1.356     0.639     0.475     0.166     0.051     0.026
GBR_SCO 2020     1.333     0.636     0.451     0.163     0.054     0.029     1.272     0.616     0.429     0.152     0.049     0.025
GBR_SCO 2021     1.357     0.611     0.487     0.171     0.056     0.033     1.297     0.593     0.466     0.161     0.051     0.027
GBR_SCO 2022     1.324     0.603     0.462     0.170     0.057     0.031     1.261     0.584     0.440     0.159     0.052     0.026
GBRTENW 2013     1.830     0.700     0.659     0.292     0.111     0.069     1.757     0.681     0.636     0.277     0.103     0.060
GBRTENW 2014     1.804     0.694     0.652     0.284     0.106     0.067     1.730     0.675     0.628     0.269     0.098     0.059
GBRTENW 2015     1.792     0.702     0.645     0.275     0.104     0.066     1.715     0.683     0.619     0.261     0.096     0.057
GBRTENW 2016     1.770     0.732     0.624     0.255     0.096     0.062     1.690     0.710     0.598     0.241     0.089     0.053
GBRTENW 2017     1.712     0.719     0.599     0.242     0.092     0.061     1.632     0.697     0.572     0.227     0.084     0.052
GBRTENW 2018     1.645     0.705     0.574     0.224     0.085     0.057     1.566     0.683     0.548     0.210     0.077     0.049
GBRTENW 2019     1.596     0.696     0.552     0.214     0.080     0.054     1.517     0.674     0.525     0.200     0.073     0.046
GBRTENW 2020     1.525     0.683     0.517     0.199     0.075     0.051     1.449     0.661     0.492     0.185     0.068     0.044
GBRTENW 2021     1.544     0.673     0.541     0.206     0.075     0.050     1.467     0.651     0.514     0.192     0.068     0.042
GBRTENW 2022     1.489     0.662     0.505     0.197     0.074     0.050     1.411     0.640     0.479     0.182     0.066     0.042
HRV     2001     1.456     0.666     0.495     0.192     0.061     0.043     1.433     0.662     0.491     0.185     0.057     0.038
HRV     2002     1.424     0.668     0.488     0.176     0.056     0.036     1.399     0.663     0.483     0.170     0.052     0.032
HRV     2003     1.409     0.673     0.483     0.164     0.052     0.037     1.386     0.669     0.478     0.158     0.049     0.032
HRV     2004     1.429     0.683     0.488     0.170     0.051     0.037     1.404     0.677     0.483     0.164     0.047     0.033
HRV     2005     1.503     0.698     0.513     0.201     0.055     0.036     1.478     0.693     0.508     0.194     0.052     0.032
HRV     2006     1.466     0.695     0.498     0.187     0.051     0.035     1.439     0.689     0.492     0.181     0.046     0.030
HRV     2007     1.483     0.704     0.504     0.187     0.055     0.033     1.454     0.697     0.497     0.180     0.051     0.029
HRV     2008     1.551     0.741     0.529     0.193     0.054     0.034     1.520     0.733     0.520     0.186     0.051     0.029
HRV     2009     1.585     0.759     0.538     0.200     0.055     0.034     1.550     0.750     0.529     0.192     0.050     0.029
HRV     2010     1.548     0.737     0.536     0.188     0.052     0.035     1.515     0.729     0.527     0.181     0.048     0.030
HRV     2011     1.482     0.714     0.510     0.174     0.050     0.034     1.447     0.705     0.500     0.168     0.046     0.029
HRV     2012     1.513     0.722     0.526     0.179     0.053     0.034     1.474     0.711     0.516     0.170     0.048     0.029
HRV     2013     1.457     0.688     0.508     0.178     0.050     0.033     1.417     0.677     0.497     0.170     0.045     0.028
HRV     2014     1.458     0.685     0.504     0.183     0.051     0.035     1.414     0.673     0.493     0.174     0.045     0.030
HRV     2015     1.400     0.649     0.498     0.173     0.048     0.032     1.360     0.638     0.486     0.165     0.043     0.028
HRV     2016     1.425     0.668     0.489     0.182     0.051     0.035     1.379     0.654     0.477     0.171     0.047     0.030
HRV     2017     1.419     0.658     0.491     0.183     0.051     0.036     1.371     0.645     0.477     0.173     0.046     0.031
HRV     2018     1.470     0.668     0.507     0.203     0.056     0.037     1.418     0.654     0.492     0.191     0.051     0.031
HRV     2019     1.467     0.676     0.492     0.200     0.058     0.041     1.412     0.660     0.476     0.187     0.053     0.035
HRV     2020     1.482     0.677     0.504     0.200     0.063     0.039     1.425     0.661     0.487     0.187     0.057     0.033
HUN     1952     2.469     0.956     0.676     0.347     0.187     0.303     2.382     0.949     0.668     0.337     0.178     0.250
HUN     1953     2.753     1.022     0.767     0.424     0.218     0.322     2.656     1.014     0.757     0.411     0.207     0.267
HUN     1954     2.975     1.047     0.870     0.466     0.245     0.347     2.878     1.040     0.859     0.453     0.234     0.292
HUN     1955     2.808     1.053     0.814     0.415     0.217     0.308     2.717     1.047     0.805     0.404     0.206     0.256
HUN     1956     2.603     1.022     0.753     0.372     0.193     0.264     2.532     1.016     0.745     0.362     0.184     0.224
HUN     1957     2.295     0.993     0.661     0.285     0.140     0.216     2.238     0.988     0.655     0.278     0.133     0.183
HUN     1958     2.186     0.963     0.650     0.262     0.124     0.188     2.138     0.958     0.644     0.256     0.119     0.161
HUN     1959     2.089     0.927     0.622     0.247     0.117     0.176     2.047     0.923     0.616     0.242     0.113     0.152
HUN     1960     2.024     0.896     0.595     0.255     0.112     0.165     1.986     0.893     0.590     0.250     0.108     0.144
HUN     1961     1.939     0.875     0.567     0.238     0.107     0.153     1.904     0.871     0.562     0.233     0.103     0.133
HUN     1962     1.795     0.815     0.524     0.216     0.100     0.141     1.763     0.811     0.521     0.212     0.096     0.123
HUN     1963     1.825     0.818     0.556     0.212     0.097     0.140     1.795     0.815     0.552     0.209     0.094     0.125
HUN     1964     1.822     0.860     0.546     0.198     0.090     0.127     1.794     0.857     0.543     0.194     0.087     0.113
HUN     1965     1.831     0.886     0.553     0.187     0.083     0.122     1.805     0.883     0.550     0.184     0.080     0.110
HUN     1966     1.899     0.924     0.596     0.178     0.081     0.120     1.874     0.921     0.593     0.174     0.077     0.108
HUN     1967     2.027     0.969     0.668     0.191     0.080     0.119     2.002     0.966     0.664     0.188     0.078     0.106
HUN     1968     2.081     0.981     0.713     0.194     0.078     0.114     2.057     0.979     0.709     0.190     0.076     0.103
HUN     1969     2.052     0.977     0.702     0.189     0.074     0.109     2.027     0.974     0.699     0.185     0.072     0.098
